ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer,ArticleFile
Uruguay,Is Uruguay's warmest month June?,No,easy,easy,S08_set2_a9
Uruguay,What does a citizen use to propose changes to the Constitution?,Referendum,medium,medium,S08_set2_a9
Uruguay,What religions are found in Uruguay?,"Roman Catholic, Protestant, Jewish, and nonprofessing.",medium,hard,S08_set2_a9
Uruguay,What has Uruguay done to be competitive in agriculture?,"Labeling as ""Natural"" or ""Ecological""",hard,too hard,S08_set2_a9
Uruguay,What are the names of Uruguay's political parties?,Partido Colorado and Partido Blanco,hard,too hard,S08_set2_a9
Uruguay,Is Uruguay the smallest soverign nation in South America?,No,hard,hard,S08_set2_a9
Woodrow_Wilson,Was Woodrow Wilson the thirtieth President of the United States?,no,easy,easy,S08_set3_a8
Woodrow_Wilson,Did Woodrow Wilson create the League of Nations?,yes,easy,easy,S08_set3_a8
Woodrow_Wilson,Did the U.S. join the League of Nations?,no,easy,easy,S08_set3_a8
Woodrow_Wilson,Where was the League of Nations created?,Paris,medium,medium,S08_set3_a8
Woodrow_Wilson,When was Woodrow Wilson born?,"December 28, 1856",medium,medium,S08_set3_a8
Woodrow_Wilson,Who was President when Wilson finished Congressional Government?,Grover Cleveland,medium,medium,S08_set3_a8
Woodrow_Wilson,What field did Woodrow Wilson leave law practice to study?,history and political science,hard,hard,S08_set3_a8
Woodrow_Wilson,What caused Wilson to ask Congress to declare war on the Central Powers?,German began unrestricted submarine warfare,hard,hard,S08_set3_a8
Woodrow_Wilson,What was more damaging than moving students into colleges?,His confrontation with Andrew Fleming West,hard,too hard,S08_set3_a8
Woodrow_Wilson,Was Wilson a member of the Phi Kappa Psi fraternity?,yes,easy,easy,S08_set3_a8
Woodrow_Wilson,Was Wilson an automobile enthusiast?,yes,easy,easy,S08_set3_a8
Woodrow_Wilson,Did Wilson's father own slaves?,yes,easy,easy,S08_set3_a8
Woodrow_Wilson,Where is Wilson buried?,He was buried in Washington National Cathedral,medium,medium,S08_set3_a8
Woodrow_Wilson,Where did Wilson attend law school?,Wilson attended law school at University of Virginia,medium,medium,S08_set3_a8
Woodrow_Wilson,Where was Woodrow Wilson born?,"Woodrow Wilson was born in Staunton, Virginia",medium,medium,S08_set3_a8
Woodrow_Wilson,Did Wilson support desegregation?,no,hard,hard,S08_set3_a8
Woodrow_Wilson,Did Wilson support the committee system?,no,hard,hard,S08_set3_a8
Woodrow_Wilson,Did Wilson have any siblings?,yes,hard,hard,S08_set3_a8
